text,label
"Recently I got mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I am showing signs of fatigue, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I feel like I have fatigue, mood swings, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I am suffering from fatigue, mood swings, weight loss, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I have been experiencing fatigue, mood swings, weight loss, restlessness, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"My symptoms include fatigue, mood swings, weight loss, restlessness, sweating, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"Recently I got fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I am showing signs of fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I feel like I have vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, slurred speech, irritability, and palpitations.",Hypoglycemia
"I am suffering from vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"I have been experiencing vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"My symptoms include fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"Recently I got vomiting, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"I am showing signs of vomiting, fatigue, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"I feel like I have vomiting, fatigue, anxiety, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"I am suffering from vomiting, fatigue, anxiety, sweating, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"I have been experiencing vomiting, fatigue, anxiety, sweating, headache, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"My symptoms include vomiting, fatigue, anxiety, sweating, headache, nausea, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"Recently I got joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I am showing signs of joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I feel like I have neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I am suffering from joint pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I have been experiencing joint pain, neck pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"My symptoms include joint pain, neck pain, knee pain, swelling joints, and painful walking.",Osteoarthristis
"Recently I got joint pain, neck pain, knee pain, hip joint pain, and painful walking.",Osteoarthristis
"I am showing signs of joint pain, neck pain, knee pain, hip joint pain, and swelling joints.",Osteoarthristis
"I feel like I have joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I am suffering from joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I have been experiencing muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"My symptoms include muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"Recently I got stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"I am showing signs of muscle weakness, swelling joints, movement stiffness, and painful walking.",Arthritis
"I feel like I have muscle weakness, stiff neck, movement stiffness, and painful walking.",Arthritis
"I am suffering from muscle weakness, stiff neck, swelling joints, and painful walking.",Arthritis
"I have been experiencing muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"My symptoms include muscle weakness, stiff neck, swelling joints, and movement stiffness.",Arthritis
"Recently I got muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"I am showing signs of muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"I feel like I have vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I am suffering from vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I have been experiencing headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"My symptoms include vomiting, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"Recently I got vomiting, headache, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I am showing signs of vomiting, headache, nausea, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I feel like I have vomiting, headache, nausea, spinning movements, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I am suffering from vomiting, headache, nausea, spinning movements, and loss of balance.",(vertigo) Paroymsal  Positional Vertigo
"I have been experiencing vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"My symptoms include vomiting, headache, nausea, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"Recently I got skin rash, pus filled pimples, blackheads, and scurring.",Acne
"I am showing signs of skin rash, pus filled pimples, blackheads, and scurring.",Acne
"I feel like I have pus filled pimples, blackheads, and scurring.",Acne
"I am suffering from skin rash, blackheads, and scurring.",Acne
"I have been experiencing skin rash, pus filled pimples, and scurring.",Acne
"My symptoms include skin rash, pus filled pimples, and blackheads.",Acne
"Recently I got skin rash, pus filled pimples, blackheads, and scurring.",Acne
"I am showing signs of skin rash, pus filled pimples, and blackheads.",Acne
"I feel like I have skin rash, pus filled pimples, and scurring.",Acne
"I am suffering from skin rash, blackheads, and scurring.",Acne
"I have been experiencing burning micturition, bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"My symptoms include burning micturition, bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"Recently I got bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"I am showing signs of burning micturition, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"I feel like I have burning micturition, bladder discomfort, and continuous feel of urine.",Urinary tract infection
"I am suffering from burning micturition, bladder discomfort, and foul smell of urine.",Urinary tract infection
"I have been experiencing burning micturition, bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"My symptoms include burning micturition, bladder discomfort, and continuous feel of urine.",Urinary tract infection
"Recently I got bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"I am showing signs of burning micturition, bladder discomfort, and continuous feel of urine.",Urinary tract infection
"I feel like I have skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"I am suffering from skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"I have been experiencing joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"My symptoms include skin rash, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"Recently I got skin rash, joint pain, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"I am showing signs of skin rash, joint pain, skin peeling, small dents in nails, and inflammatory nails.",Psoriasis
"I feel like I have skin rash, joint pain, skin peeling, silver like dusting, and inflammatory nails.",Psoriasis
"I am suffering from skin rash, joint pain, skin peeling, silver like dusting, and small dents in nails.",Psoriasis
"I have been experiencing skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"My symptoms include skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"Recently I got skin rash, high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I am showing signs of skin rash, high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I feel like I have high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I am suffering from skin rash, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I have been experiencing skin rash, blister, red sore around nose, and yellow crust ooze.",Impetigo
"My symptoms include skin rash, high fever, red sore around nose, and yellow crust ooze.",Impetigo
"Recently I got skin rash, high fever, blister, and yellow crust ooze.",Impetigo
"I am showing signs of skin rash, high fever, blister, and red sore around nose.",Impetigo
"I feel like I have skin rash, high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I am suffering from skin rash, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I have been experiencing itching, skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"My symptoms include skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"Recently I got itching, nodal skin eruptions, and dischromic patches.",Fungal infection
"I am showing signs of itching, skin rash, and dischromic patches.",Fungal infection
"I feel like I have itching, skin rash, and nodal skin eruptions.",Fungal infection
"I am suffering from skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"I have been experiencing itching, nodal skin eruptions, and dischromic patches.",Fungal infection
"My symptoms include itching, skin rash, and dischromic patches.",Fungal infection
"Recently I got itching, skin rash, and nodal skin eruptions.",Fungal infection
"I am showing signs of itching, skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"I feel like I have continuous sneezing, shivering, chills, and watering from eyes.",Allergy
"I am suffering from shivering, chills, and watering from eyes.",Allergy
"I have been experiencing continuous sneezing, chills, and watering from eyes.",Allergy
"My symptoms include continuous sneezing, shivering, and watering from eyes.",Allergy
"Recently I got continuous sneezing, shivering, and chills.",Allergy
"I am showing signs of shivering, chills, and watering from eyes.",Allergy
"I feel like I have continuous sneezing, chills, and watering from eyes.",Allergy
"I am suffering from continuous sneezing, shivering, and watering from eyes.",Allergy
"I have been experiencing continuous sneezing, shivering, and chills.",Allergy
"My symptoms include continuous sneezing, shivering, chills, and watering from eyes.",Allergy
"Recently I got stomach pain, acidity, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"I am showing signs of stomach pain, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"I feel like I have stomach pain, acidity, vomiting, cough, and chest pain.",GERD
"I am suffering from stomach pain, acidity, ulcers on tongue, cough, and chest pain.",GERD
"I have been experiencing stomach pain, acidity, ulcers on tongue, vomiting, and chest pain.",GERD
"My symptoms include stomach pain, acidity, ulcers on tongue, vomiting, and cough.",GERD
"Recently I got acidity, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"I am showing signs of stomach pain, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"I feel like I have stomach pain, acidity, vomiting, cough, and chest pain.",GERD
"I am suffering from stomach pain, acidity, ulcers on tongue, cough, and chest pain.",GERD
"I have been experiencing itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"My symptoms include vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"Recently I got itching, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I am showing signs of itching, vomiting, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I feel like I have itching, vomiting, yellowish skin, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I am suffering from itching, vomiting, yellowish skin, nausea, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I have been experiencing itching, vomiting, yellowish skin, nausea, loss of appetite, and yellowing of eyes.",Chronic cholestasis
"My symptoms include itching, vomiting, yellowish skin, nausea, loss of appetite, and abdominal pain.",Chronic cholestasis
"Recently I got itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I am showing signs of itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I feel like I have itching, skin rash, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"I am suffering from itching, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"I have been experiencing itching, skin rash, burning micturition, and spotting urination.",Drug Reaction
"My symptoms include itching, skin rash, stomach pain, and spotting urination.",Drug Reaction
"Recently I got itching, skin rash, stomach pain, and burning micturition.",Drug Reaction
"I am showing signs of skin rash, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"I feel like I have itching, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"I am suffering from itching, skin rash, burning micturition, and spotting urination.",Drug Reaction
"I have been experiencing itching, skin rash, stomach pain, and spotting urination.",Drug Reaction
"My symptoms include itching, skin rash, stomach pain, and burning micturition.",Drug Reaction
"Recently I got vomiting, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I am showing signs of vomiting, indigestion, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I feel like I have indigestion, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I am suffering from vomiting, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I have been experiencing vomiting, indigestion, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"My symptoms include vomiting, indigestion, loss of appetite, passage of gases, and internal itching.",Peptic ulcer diseae
"Recently I got vomiting, indigestion, loss of appetite, abdominal pain, and internal itching.",Peptic ulcer diseae
"I am showing signs of vomiting, indigestion, loss of appetite, abdominal pain, and passage of gases.",Peptic ulcer diseae
"I feel like I have vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I am suffering from vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I have been experiencing muscle wasting, patches in throat, high fever, and extra marital contacts.",AIDS
"My symptoms include patches in throat, high fever, and extra marital contacts.",AIDS
"Recently I got muscle wasting, high fever, and extra marital contacts.",AIDS
"I am showing signs of muscle wasting, patches in throat, and extra marital contacts.",AIDS
"I feel like I have muscle wasting, patches in throat, and high fever.",AIDS
"I am suffering from muscle wasting, patches in throat, high fever, and extra marital contacts.",AIDS
"I have been experiencing muscle wasting, patches in throat, high fever, and extra marital contacts.",AIDS
"My symptoms include patches in throat, high fever, and extra marital contacts.",AIDS
"Recently I got muscle wasting, high fever, and extra marital contacts.",AIDS
"I am showing signs of muscle wasting, patches in throat, and high fever.",AIDS
"I feel like I have fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"I am suffering from fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"I have been experiencing weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"My symptoms include fatigue, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"Recently I got fatigue, weight loss, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"I am showing signs of fatigue, weight loss, restlessness, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"I feel like I have fatigue, weight loss, restlessness, lethargy, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"I am suffering from fatigue, weight loss, restlessness, lethargy, irregular sugar level, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"I have been experiencing fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, excessive hunger, increased appetite, and polyuria.",Diabetes
"My symptoms include fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, increased appetite, and polyuria.",Diabetes
"Recently I got vomiting, sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"I am showing signs of vomiting, sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"I feel like I have sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"I am suffering from vomiting, dehydration, and diarrhoea.",Gastroenteritis
"I have been experiencing vomiting, sunken eyes, and diarrhoea.",Gastroenteritis
"My symptoms include vomiting, sunken eyes, and dehydration.",Gastroenteritis
"Recently I got vomiting, sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"I am showing signs of sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"I feel like I have vomiting, dehydration, and diarrhoea.",Gastroenteritis
"I am suffering from vomiting, sunken eyes, and diarrhoea.",Gastroenteritis
"I have been experiencing fatigue, cough, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"My symptoms include cough, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"Recently I got fatigue, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"I am showing signs of fatigue, cough, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"I feel like I have fatigue, cough, high fever, family history, and mucoid sputum.",Bronchial Asthma
"I am suffering from fatigue, cough, high fever, breathlessness, and mucoid sputum.",Bronchial Asthma
"I have been experiencing fatigue, cough, high fever, breathlessness, and family history.",Bronchial Asthma
"My symptoms include fatigue, cough, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"Recently I got cough, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"I am showing signs of fatigue, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"I feel like I have headache, chest pain, dizziness, loss of balance, and lack of concentration.",Hypertension
"I am suffering from chest pain, dizziness, loss of balance, and lack of concentration.",Hypertension
"I have been experiencing headache, dizziness, loss of balance, and lack of concentration.",Hypertension
"My symptoms include headache, chest pain, loss of balance, and lack of concentration.",Hypertension
"Recently I got headache, chest pain, dizziness, and lack of concentration.",Hypertension
"I am showing signs of headache, chest pain, dizziness, and loss of balance.",Hypertension
"I feel like I have headache, chest pain, dizziness, loss of balance, and lack of concentration.",Hypertension
"I am suffering from chest pain, dizziness, loss of balance, and lack of concentration.",Hypertension
"I have been experiencing headache, dizziness, loss of balance, and lack of concentration.",Hypertension
"My symptoms include headache, chest pain, loss of balance, and lack of concentration.",Hypertension
"Recently I got acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"I am showing signs of indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"I feel like I have acidity, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"I am suffering from acidity, indigestion, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"I have been experiencing acidity, indigestion, headache, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"My symptoms include acidity, indigestion, headache, blurred and distorted vision, stiff neck, depression, irritability, and visual disturbances.",Migraine
"Recently I got acidity, indigestion, headache, blurred and distorted vision, excessive hunger, depression, irritability, and visual disturbances.",Migraine
"I am showing signs of acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, irritability, and visual disturbances.",Migraine
"I feel like I have acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, and visual disturbances.",Migraine
"I am suffering from acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, and irritability.",Migraine
"I have been experiencing back pain, weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"My symptoms include back pain, weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"Recently I got weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"I am showing signs of back pain, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"I feel like I have back pain, weakness in limbs, dizziness, and loss of balance.",Cervical spondylosis
"I am suffering from back pain, weakness in limbs, neck pain, and loss of balance.",Cervical spondylosis
"I have been experiencing back pain, weakness in limbs, neck pain, and dizziness.",Cervical spondylosis
"My symptoms include back pain, weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"Recently I got weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"I am showing signs of back pain, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"I feel like I have vomiting, headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"I am suffering from vomiting, headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"I have been experiencing headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"My symptoms include vomiting, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"Recently I got vomiting, headache, and altered sensorium.",Paralysis (brain hemorrhage)
"I am showing signs of vomiting, headache, and weakness of one body side.",Paralysis (brain hemorrhage)
"I feel like I have vomiting, headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"I am suffering from headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"I have been experiencing vomiting, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"My symptoms include vomiting, headache, and altered sensorium.",Paralysis (brain hemorrhage)
"Recently I got itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"I am showing signs of itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"I feel like I have vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"I am suffering from itching, fatigue, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"I have been experiencing itching, vomiting, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"My symptoms include itching, vomiting, fatigue, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"Recently I got itching, vomiting, fatigue, weight loss, yellowish skin, dark urine, and abdominal pain.",Jaundice
"I am showing signs of itching, vomiting, fatigue, weight loss, high fever, dark urine, and abdominal pain.",Jaundice
"I feel like I have itching, vomiting, fatigue, weight loss, high fever, yellowish skin, and abdominal pain.",Jaundice
"I am suffering from itching, vomiting, fatigue, weight loss, high fever, yellowish skin, and dark urine.",Jaundice
"I have been experiencing chills, vomiting, high fever, sweating, headache, nausea, and muscle pain.",Malaria
"My symptoms include chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"Recently I got chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"I am showing signs of vomiting, high fever, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"I feel like I have chills, high fever, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"I am suffering from chills, vomiting, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"I have been experiencing chills, vomiting, high fever, headache, nausea, diarrhoea, and muscle pain.",Malaria
"My symptoms include chills, vomiting, high fever, sweating, nausea, diarrhoea, and muscle pain.",Malaria
"Recently I got chills, vomiting, high fever, sweating, headache, diarrhoea, and muscle pain.",Malaria
"I am showing signs of chills, vomiting, high fever, sweating, headache, nausea, and muscle pain.",Malaria
"I feel like I have itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"I am suffering from skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"I have been experiencing itching, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"My symptoms include itching, skin rash, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"Recently I got itching, skin rash, fatigue, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"I am showing signs of itching, skin rash, fatigue, lethargy, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"I feel like I have itching, skin rash, fatigue, lethargy, high fever, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"I am suffering from itching, skin rash, fatigue, lethargy, high fever, headache, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"I have been experiencing itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"My symptoms include itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, malaise, and red spots over body.",Chicken pox
"Recently I got skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, muscle pain, and red spots over body.",Dengue
"I am showing signs of skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, and red spots over body.",Dengue
"I feel like I have skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, and muscle pain.",Dengue
"I am suffering from skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"I have been experiencing chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"My symptoms include skin rash, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"Recently I got skin rash, chills, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"I am showing signs of skin rash, chills, joint pain, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"I feel like I have skin rash, chills, joint pain, vomiting, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"I am suffering from skin rash, chills, joint pain, vomiting, fatigue, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"I have been experiencing chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"My symptoms include chills, vomiting, fatigue, high fever, headache, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"Recently I got chills, vomiting, fatigue, high fever, headache, nausea, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"I am showing signs of chills, vomiting, fatigue, high fever, headache, nausea, constipation, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"I feel like I have chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, toxic look (typhos), and belly pain.",Typhoid
"I am suffering from chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, and belly pain.",Typhoid
"I have been experiencing chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, and toxic look (typhos).",Typhoid
"My symptoms include chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"Recently I got chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"I am showing signs of chills, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
